Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Bangladesh,BGD,2012,"Population, ages 10-16, total",SP.POP.1016.TO.UN,24851623
Bangladesh,BGD,2011,"Population, ages 10-16, total",SP.POP.1016.TO.UN,24607193
Bangladesh,BGD,2010,"Population, ages 10-16, total",SP.POP.1016.TO.UN,24426990
Bangladesh,BGD,2009,"Population, ages 10-16, total",SP.POP.1016.TO.UN,24326166
Bangladesh,BGD,2008,"Population, ages 10-16, total",SP.POP.1016.TO.UN,24287407
Bangladesh,BGD,2007,"Population, ages 10-16, total",SP.POP.1016.TO.UN,24273944
Bangladesh,BGD,2006,"Population, ages 10-16, total",SP.POP.1016.TO.UN,24232438
Bangladesh,BGD,2005,"Population, ages 10-16, total",SP.POP.1016.TO.UN,24124433
Bangladesh,BGD,2004,"Population, ages 10-16, total",SP.POP.1016.TO.UN,23937214
Bangladesh,BGD,2003,"Population, ages 10-16, total",SP.POP.1016.TO.UN,23682654
Bangladesh,BGD,2002,"Population, ages 10-16, total",SP.POP.1016.TO.UN,23376635
Bangladesh,BGD,2001,"Population, ages 10-16, total",SP.POP.1016.TO.UN,23045052
Bangladesh,BGD,2000,"Population, ages 10-16, total",SP.POP.1016.TO.UN,22706677
Bangladesh,BGD,1999,"Population, ages 10-16, total",SP.POP.1016.TO.UN,22369074
Bangladesh,BGD,1998,"Population, ages 10-16, total",SP.POP.1016.TO.UN,22025960
Bangladesh,BGD,1997,"Population, ages 10-16, total",SP.POP.1016.TO.UN,21666535
Bangladesh,BGD,1996,"Population, ages 10-16, total",SP.POP.1016.TO.UN,21274377
Bangladesh,BGD,1995,"Population, ages 10-16, total",SP.POP.1016.TO.UN,20840161
Bangladesh,BGD,1994,"Population, ages 10-16, total",SP.POP.1016.TO.UN,20358028
Bangladesh,BGD,1993,"Population, ages 10-16, total",SP.POP.1016.TO.UN,19839421
Bangladesh,BGD,1992,"Population, ages 10-16, total",SP.POP.1016.TO.UN,19313127
Bangladesh,BGD,1991,"Population, ages 10-16, total",SP.POP.1016.TO.UN,18818136
Bangladesh,BGD,1990,"Population, ages 10-16, total",SP.POP.1016.TO.UN,18381798
Bangladesh,BGD,2015,"Population, ages 10-17, female",SP.POP.1017.FE.UN,14159912
Bangladesh,BGD,2014,"Population, ages 10-17, female",SP.POP.1017.FE.UN,14060252
Bangladesh,BGD,2013,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13944515
Bangladesh,BGD,2012,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13823993
Bangladesh,BGD,2011,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13714222
Bangladesh,BGD,2010,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13625373
Bangladesh,BGD,2009,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13562491
Bangladesh,BGD,2008,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13519526
Bangladesh,BGD,2007,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13481958
Bangladesh,BGD,2006,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13429150
Bangladesh,BGD,2005,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13346164
Bangladesh,BGD,2004,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13228219
Bangladesh,BGD,2003,"Population, ages 10-17, female",SP.POP.1017.FE.UN,13079588
Bangladesh,BGD,2002,"Population, ages 10-17, female",SP.POP.1017.FE.UN,12905470
Bangladesh,BGD,2001,"Population, ages 10-17, female",SP.POP.1017.FE.UN,12714699
Bangladesh,BGD,2000,"Population, ages 10-17, female",SP.POP.1017.FE.UN,12514007
Bangladesh,BGD,1999,"Population, ages 10-17, female",SP.POP.1017.FE.UN,12305967
Bangladesh,BGD,1998,"Population, ages 10-17, female",SP.POP.1017.FE.UN,12089331
Bangladesh,BGD,1997,"Population, ages 10-17, female",SP.POP.1017.FE.UN,11862864
Bangladesh,BGD,1996,"Population, ages 10-17, female",SP.POP.1017.FE.UN,11624165
Bangladesh,BGD,1995,"Population, ages 10-17, female",SP.POP.1017.FE.UN,11372648
Bangladesh,BGD,1994,"Population, ages 10-17, female",SP.POP.1017.FE.UN,11106970
Bangladesh,BGD,1993,"Population, ages 10-17, female",SP.POP.1017.FE.UN,10831346
Bangladesh,BGD,1992,"Population, ages 10-17, female",SP.POP.1017.FE.UN,10557357
Bangladesh,BGD,1991,"Population, ages 10-17, female",SP.POP.1017.FE.UN,10300219
Bangladesh,BGD,1990,"Population, ages 10-17, female",SP.POP.1017.FE.UN,10070453
Bangladesh,BGD,2015,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14834370
Bangladesh,BGD,2014,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14735379
Bangladesh,BGD,2013,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14618279
Bangladesh,BGD,2012,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14495176
Bangladesh,BGD,2011,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14382773
Bangladesh,BGD,2010,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14292167
Bangladesh,BGD,2009,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14228343
Bangladesh,BGD,2008,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14185163
Bangladesh,BGD,2007,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14148896
Bangladesh,BGD,2006,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14099872
Bangladesh,BGD,2005,"Population, ages 10-17, male",SP.POP.1017.MA.UN,14023664
Bangladesh,BGD,2004,"Population, ages 10-17, male",SP.POP.1017.MA.UN,13916059
Bangladesh,BGD,2003,"Population, ages 10-17, male",SP.POP.1017.MA.UN,13780688
Bangladesh,BGD,2002,"Population, ages 10-17, male",SP.POP.1017.MA.UN,13620562
Bangladesh,BGD,2001,"Population, ages 10-17, male",SP.POP.1017.MA.UN,13441509
Bangladesh,BGD,2000,"Population, ages 10-17, male",SP.POP.1017.MA.UN,13248122
Bangladesh,BGD,1999,"Population, ages 10-17, male",SP.POP.1017.MA.UN,13042135
Bangladesh,BGD,1998,"Population, ages 10-17, male",SP.POP.1017.MA.UN,12822958
Bangladesh,BGD,1997,"Population, ages 10-17, male",SP.POP.1017.MA.UN,12590576
Bangladesh,BGD,1996,"Population, ages 10-17, male",SP.POP.1017.MA.UN,12344506
Bangladesh,BGD,1995,"Population, ages 10-17, male",SP.POP.1017.MA.UN,12085585
Bangladesh,BGD,1994,"Population, ages 10-17, male",SP.POP.1017.MA.UN,11812754
Bangladesh,BGD,1993,"Population, ages 10-17, male",SP.POP.1017.MA.UN,11529843
Bangladesh,BGD,1992,"Population, ages 10-17, male",SP.POP.1017.MA.UN,11248401
Bangladesh,BGD,1991,"Population, ages 10-17, male",SP.POP.1017.MA.UN,10983462
Bangladesh,BGD,1990,"Population, ages 10-17, male",SP.POP.1017.MA.UN,10745418
Bangladesh,BGD,2015,"Population, ages 10-17, total",SP.POP.1017.TO.UN,28994282
Bangladesh,BGD,2014,"Population, ages 10-17, total",SP.POP.1017.TO.UN,28795631
Bangladesh,BGD,2013,"Population, ages 10-17, total",SP.POP.1017.TO.UN,28562794
Bangladesh,BGD,2012,"Population, ages 10-17, total",SP.POP.1017.TO.UN,28319169
Bangladesh,BGD,2011,"Population, ages 10-17, total",SP.POP.1017.TO.UN,28096995
Bangladesh,BGD,2010,"Population, ages 10-17, total",SP.POP.1017.TO.UN,27917540
Bangladesh,BGD,2009,"Population, ages 10-17, total",SP.POP.1017.TO.UN,27790834
Bangladesh,BGD,2008,"Population, ages 10-17, total",SP.POP.1017.TO.UN,27704689
Bangladesh,BGD,2007,"Population, ages 10-17, total",SP.POP.1017.TO.UN,27630854
Bangladesh,BGD,2006,"Population, ages 10-17, total",SP.POP.1017.TO.UN,27529022
Bangladesh,BGD,2005,"Population, ages 10-17, total",SP.POP.1017.TO.UN,27369828
Bangladesh,BGD,2004,"Population, ages 10-17, total",SP.POP.1017.TO.UN,27144278
Bangladesh,BGD,2003,"Population, ages 10-17, total",SP.POP.1017.TO.UN,26860276
Bangladesh,BGD,2002,"Population, ages 10-17, total",SP.POP.1017.TO.UN,26526032
Bangladesh,BGD,2001,"Population, ages 10-17, total",SP.POP.1017.TO.UN,26156208
Bangladesh,BGD,2000,"Population, ages 10-17, total",SP.POP.1017.TO.UN,25762129
Bangladesh,BGD,1999,"Population, ages 10-17, total",SP.POP.1017.TO.UN,25348102
Bangladesh,BGD,1998,"Population, ages 10-17, total",SP.POP.1017.TO.UN,24912289
Bangladesh,BGD,1997,"Population, ages 10-17, total",SP.POP.1017.TO.UN,24453440
Bangladesh,BGD,1996,"Population, ages 10-17, total",SP.POP.1017.TO.UN,23968671
Bangladesh,BGD,1995,"Population, ages 10-17, total",SP.POP.1017.TO.UN,23458233
Bangladesh,BGD,1994,"Population, ages 10-17, total",SP.POP.1017.TO.UN,22919724
Bangladesh,BGD,1993,"Population, ages 10-17, total",SP.POP.1017.TO.UN,22361189
Bangladesh,BGD,1992,"Population, ages 10-17, total",SP.POP.1017.TO.UN,21805758
Bangladesh,BGD,1991,"Population, ages 10-17, total",SP.POP.1017.TO.UN,21283681
Bangladesh,BGD,1990,"Population, ages 10-17, total",SP.POP.1017.TO.UN,20815871
Bangladesh,BGD,2015,"Population, ages 10-18, female",SP.POP.1018.FE.UN,15829337
Bangladesh,BGD,2014,"Population, ages 10-18, female",SP.POP.1018.FE.UN,15725272
Bangladesh,BGD,2013,"Population, ages 10-18, female",SP.POP.1018.FE.UN,15615507
Bangladesh,BGD,2012,"Population, ages 10-18, female",SP.POP.1018.FE.UN,15505549
Bangladesh,BGD,2011,"Population, ages 10-18, female",SP.POP.1018.FE.UN,15402503
Bangladesh,BGD,2010,"Population, ages 10-18, female",SP.POP.1018.FE.UN,15310569
Bangladesh,BGD,2009,"Population, ages 10-18, female",SP.POP.1018.FE.UN,15232606
Bangladesh,BGD,2008,"Population, ages 10-18, female",SP.POP.1018.FE.UN,15164747
Bangladesh,BGD,2007,"Population, ages 10-18, female",SP.POP.1018.FE.UN,15096117
Bangladesh,BGD,2006,"Population, ages 10-18, female",SP.POP.1018.FE.UN,15011662
Bangladesh,BGD,2005,"Population, ages 10-18, female",SP.POP.1018.FE.UN,14900392
Bangladesh,BGD,2004,"Population, ages 10-18, female",SP.POP.1018.FE.UN,14759067
Bangladesh,BGD,2003,"Population, ages 10-18, female",SP.POP.1018.FE.UN,14590406
Bangladesh,BGD,2002,"Population, ages 10-18, female",SP.POP.1018.FE.UN,14396812
Bangladesh,BGD,2001,"Population, ages 10-18, female",SP.POP.1018.FE.UN,14182951
Bangladesh,BGD,2000,"Population, ages 10-18, female",SP.POP.1018.FE.UN,13952814
Bangladesh,BGD,1999,"Population, ages 10-18, female",SP.POP.1018.FE.UN,13707778
Bangladesh,BGD,1998,"Population, ages 10-18, female",SP.POP.1018.FE.UN,13448363
Bangladesh,BGD,1997,"Population, ages 10-18, female",SP.POP.1018.FE.UN,13177109
Bangladesh,BGD,1996,"Population, ages 10-18, female",SP.POP.1018.FE.UN,12896928
Bangladesh,BGD,1995,"Population, ages 10-18, female",SP.POP.1018.FE.UN,12610968
Bangladesh,BGD,1994,"Population, ages 10-18, female",SP.POP.1018.FE.UN,12319254
Bangladesh,BGD,1993,"Population, ages 10-18, female",SP.POP.1018.FE.UN,12024611
Bangladesh,BGD,1992,"Population, ages 10-18, female",SP.POP.1018.FE.UN,11736210
Bangladesh,BGD,1991,"Population, ages 10-18, female",SP.POP.1018.FE.UN,11465582
Bangladesh,BGD,1990,"Population, ages 10-18, female",SP.POP.1018.FE.UN,11220512
Bangladesh,BGD,2015,"Population, ages 10-18, male",SP.POP.1018.MA.UN,16584918
Bangladesh,BGD,2014,"Population, ages 10-18, male",SP.POP.1018.MA.UN,16480886
Bangladesh,BGD,2013,"Population, ages 10-18, male",SP.POP.1018.MA.UN,16368860
Bangladesh,BGD,2012,"Population, ages 10-18, male",SP.POP.1018.MA.UN,16255502
Bangladesh,BGD,2011,"Population, ages 10-18, male",SP.POP.1018.MA.UN,16149548
Bangladesh,BGD,2010,"Population, ages 10-18, male",SP.POP.1018.MA.UN,16056424
Bangladesh,BGD,2009,"Population, ages 10-18, male",SP.POP.1018.MA.UN,15979081
Bangladesh,BGD,2008,"Population, ages 10-18, male",SP.POP.1018.MA.UN,15913385
Bangladesh,BGD,2007,"Population, ages 10-18, male",SP.POP.1018.MA.UN,15848836
Bangladesh,BGD,2006,"Population, ages 10-18, male",SP.POP.1018.MA.UN,15770748
Bangladesh,BGD,2005,"Population, ages 10-18, male",SP.POP.1018.MA.UN,15668202
Bangladesh,BGD,2004,"Population, ages 10-18, male",SP.POP.1018.MA.UN,15538430
Bangladesh,BGD,2003,"Population, ages 10-18, male",SP.POP.1018.MA.UN,15383615
Bangladesh,BGD,2002,"Population, ages 10-18, male",SP.POP.1018.MA.UN,15203997
Bangladesh,BGD,2001,"Population, ages 10-18, male",SP.POP.1018.MA.UN,15001319
Bangladesh,BGD,2000,"Population, ages 10-18, male",SP.POP.1018.MA.UN,14777525
Bangladesh,BGD,1999,"Population, ages 10-18, male",SP.POP.1018.MA.UN,14533063
Bangladesh,BGD,1998,"Population, ages 10-18, male",SP.POP.1018.MA.UN,14269140
Bangladesh,BGD,1997,"Population, ages 10-18, male",SP.POP.1018.MA.UN,13989880
Bangladesh,BGD,1996,"Population, ages 10-18, male",SP.POP.1018.MA.UN,13700589
Bangladesh,BGD,1995,"Population, ages 10-18, male",SP.POP.1018.MA.UN,13406162
Bangladesh,BGD,1994,"Population, ages 10-18, male",SP.POP.1018.MA.UN,13107134
Bangladesh,BGD,1993,"Population, ages 10-18, male",SP.POP.1018.MA.UN,12805793
Bangladesh,BGD,1992,"Population, ages 10-18, male",SP.POP.1018.MA.UN,12510771
Bangladesh,BGD,1991,"Population, ages 10-18, male",SP.POP.1018.MA.UN,12232687
Bangladesh,BGD,1990,"Population, ages 10-18, male",SP.POP.1018.MA.UN,11978700
Bangladesh,BGD,2015,"Population, ages 10-18, total",SP.POP.1018.TO.UN,32414255
Bangladesh,BGD,2014,"Population, ages 10-18, total",SP.POP.1018.TO.UN,32206158
Bangladesh,BGD,2013,"Population, ages 10-18, total",SP.POP.1018.TO.UN,31984367
Bangladesh,BGD,2012,"Population, ages 10-18, total",SP.POP.1018.TO.UN,31761051
Bangladesh,BGD,2011,"Population, ages 10-18, total",SP.POP.1018.TO.UN,31552051
Bangladesh,BGD,2010,"Population, ages 10-18, total",SP.POP.1018.TO.UN,31366993
Bangladesh,BGD,2009,"Population, ages 10-18, total",SP.POP.1018.TO.UN,31211687
Bangladesh,BGD,2008,"Population, ages 10-18, total",SP.POP.1018.TO.UN,31078132
Bangladesh,BGD,2007,"Population, ages 10-18, total",SP.POP.1018.TO.UN,30944953
Bangladesh,BGD,2006,"Population, ages 10-18, total",SP.POP.1018.TO.UN,30782410
Bangladesh,BGD,2005,"Population, ages 10-18, total",SP.POP.1018.TO.UN,30568594
Bangladesh,BGD,2004,"Population, ages 10-18, total",SP.POP.1018.TO.UN,30297497
Bangladesh,BGD,2003,"Population, ages 10-18, total",SP.POP.1018.TO.UN,29974021
Bangladesh,BGD,2002,"Population, ages 10-18, total",SP.POP.1018.TO.UN,29600809
Bangladesh,BGD,2001,"Population, ages 10-18, total",SP.POP.1018.TO.UN,29184270
Bangladesh,BGD,2000,"Population, ages 10-18, total",SP.POP.1018.TO.UN,28730339
Bangladesh,BGD,1999,"Population, ages 10-18, total",SP.POP.1018.TO.UN,28240841
Bangladesh,BGD,1998,"Population, ages 10-18, total",SP.POP.1018.TO.UN,27717503
Bangladesh,BGD,1997,"Population, ages 10-18, total",SP.POP.1018.TO.UN,27166989
Bangladesh,BGD,1996,"Population, ages 10-18, total",SP.POP.1018.TO.UN,26597517
Bangladesh,BGD,1995,"Population, ages 10-18, total",SP.POP.1018.TO.UN,26017130
Bangladesh,BGD,1994,"Population, ages 10-18, total",SP.POP.1018.TO.UN,25426388
Bangladesh,BGD,1993,"Population, ages 10-18, total",SP.POP.1018.TO.UN,24830404
Bangladesh,BGD,1992,"Population, ages 10-18, total",SP.POP.1018.TO.UN,24246981
Bangladesh,BGD,1991,"Population, ages 10-18, total",SP.POP.1018.TO.UN,23698269
Bangladesh,BGD,1990,"Population, ages 10-18, total",SP.POP.1018.TO.UN,23199212
Bangladesh,BGD,2015,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8971169
Bangladesh,BGD,2014,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8891270
Bangladesh,BGD,2013,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8777471
Bangladesh,BGD,2012,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8650607
Bangladesh,BGD,2011,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8540277
Bangladesh,BGD,2010,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8466663
Bangladesh,BGD,2009,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8438599
Bangladesh,BGD,2008,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8446477
Bangladesh,BGD,2007,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8469643
Bangladesh,BGD,2006,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8478073
Bangladesh,BGD,2005,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8450392
Bangladesh,BGD,2004,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8379002
Bangladesh,BGD,2003,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8271353
Bangladesh,BGD,2002,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8139287
Bangladesh,BGD,2001,"Population, ages 11-15, female",SP.POP.1115.FE.UN,8001183
Bangladesh,BGD,2000,"Population, ages 11-15, female",SP.POP.1115.FE.UN,7870142
Bangladesh,BGD,1999,"Population, ages 11-15, female",SP.POP.1115.FE.UN,7751295
Bangladesh,BGD,1998,"Population, ages 11-15, female",SP.POP.1115.FE.UN,7639751
Bangladesh,BGD,1997,"Population, ages 11-15, female",SP.POP.1115.FE.UN,7526890
Bangladesh,BGD,1996,"Population, ages 11-15, female",SP.POP.1115.FE.UN,7399761
Bangladesh,BGD,1995,"Population, ages 11-15, female",SP.POP.1115.FE.UN,7250111
Bangladesh,BGD,1994,"Population, ages 11-15, female",SP.POP.1115.FE.UN,7074077
Bangladesh,BGD,1993,"Population, ages 11-15, female",SP.POP.1115.FE.UN,6877949
Bangladesh,BGD,1992,"Population, ages 11-15, female",SP.POP.1115.FE.UN,6675851
Bangladesh,BGD,1991,"Population, ages 11-15, female",SP.POP.1115.FE.UN,6487362
Bangladesh,BGD,1990,"Population, ages 11-15, female",SP.POP.1115.FE.UN,6326246
Bangladesh,BGD,2015,"Population, ages 11-15, male",SP.POP.1115.MA.UN,9394349
Bangladesh,BGD,2014,"Population, ages 11-15, male",SP.POP.1115.MA.UN,9316084
Bangladesh,BGD,2013,"Population, ages 11-15, male",SP.POP.1115.MA.UN,9202909
Bangladesh,BGD,2012,"Population, ages 11-15, male",SP.POP.1115.MA.UN,9075719
Bangladesh,BGD,2011,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8964238
Bangladesh,BGD,2010,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8888841
Bangladesh,BGD,2009,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8858067
Bangladesh,BGD,2008,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8862515
Bangladesh,BGD,2007,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8882807
Bangladesh,BGD,2006,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8890621
Bangladesh,BGD,2005,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8865669
Bangladesh,BGD,2004,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8800964
Bangladesh,BGD,2003,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8703257
Bangladesh,BGD,2002,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8582549
Bangladesh,BGD,2001,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8454622
Bangladesh,BGD,2000,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8330679
Bangladesh,BGD,1999,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8215316
Bangladesh,BGD,1998,"Population, ages 11-15, male",SP.POP.1115.MA.UN,8104148
Bangladesh,BGD,1997,"Population, ages 11-15, male",SP.POP.1115.MA.UN,7989013
Bangladesh,BGD,1996,"Population, ages 11-15, male",SP.POP.1115.MA.UN,7857814
Bangladesh,BGD,1995,"Population, ages 11-15, male",SP.POP.1115.MA.UN,7702992
Bangladesh,BGD,1994,"Population, ages 11-15, male",SP.POP.1115.MA.UN,7520544
Bangladesh,BGD,1993,"Population, ages 11-15, male",SP.POP.1115.MA.UN,7316711
Bangladesh,BGD,1992,"Population, ages 11-15, male",SP.POP.1115.MA.UN,7106495
Bangladesh,BGD,1991,"Population, ages 11-15, male",SP.POP.1115.MA.UN,6910623
Bangladesh,BGD,1990,"Population, ages 11-15, male",SP.POP.1115.MA.UN,6743612
Bangladesh,BGD,2015,"Population, ages 11-15, total",SP.POP.1115.TO.UN,18365518
Bangladesh,BGD,2014,"Population, ages 11-15, total",SP.POP.1115.TO.UN,18207354
Bangladesh,BGD,2013,"Population, ages 11-15, total",SP.POP.1115.TO.UN,17980380
Bangladesh,BGD,2012,"Population, ages 11-15, total",SP.POP.1115.TO.UN,17726326
Bangladesh,BGD,2011,"Population, ages 11-15, total",SP.POP.1115.TO.UN,17504515
Bangladesh,BGD,2010,"Population, ages 11-15, total",SP.POP.1115.TO.UN,17355504
Bangladesh,BGD,2009,"Population, ages 11-15, total",SP.POP.1115.TO.UN,17296666
Bangladesh,BGD,2008,"Population, ages 11-15, total",SP.POP.1115.TO.UN,17308992
Bangladesh,BGD,2007,"Population, ages 11-15, total",SP.POP.1115.TO.UN,17352450
Bangladesh,BGD,2006,"Population, ages 11-15, total",SP.POP.1115.TO.UN,17368694
Bangladesh,BGD,2005,"Population, ages 11-15, total",SP.POP.1115.TO.UN,17316061
Bangladesh,BGD,2004,"Population, ages 11-15, total",SP.POP.1115.TO.UN,17179966
Bangladesh,BGD,2003,"Population, ages 11-15, total",SP.POP.1115.TO.UN,16974610
Bangladesh,BGD,2002,"Population, ages 11-15, total",SP.POP.1115.TO.UN,16721836
Bangladesh,BGD,2001,"Population, ages 11-15, total",SP.POP.1115.TO.UN,16455805
Bangladesh,BGD,2000,"Population, ages 11-15, total",SP.POP.1115.TO.UN,16200821
Bangladesh,BGD,1999,"Population, ages 11-15, total",SP.POP.1115.TO.UN,15966611
Bangladesh,BGD,1998,"Population, ages 11-15, total",SP.POP.1115.TO.UN,15743899
Bangladesh,BGD,1997,"Population, ages 11-15, total",SP.POP.1115.TO.UN,15515903
Bangladesh,BGD,1996,"Population, ages 11-15, total",SP.POP.1115.TO.UN,15257575
Bangladesh,BGD,1995,"Population, ages 11-15, total",SP.POP.1115.TO.UN,14953103
Bangladesh,BGD,1994,"Population, ages 11-15, total",SP.POP.1115.TO.UN,14594621
Bangladesh,BGD,1993,"Population, ages 11-15, total",SP.POP.1115.TO.UN,14194660
Bangladesh,BGD,1992,"Population, ages 11-15, total",SP.POP.1115.TO.UN,13782346
Bangladesh,BGD,1991,"Population, ages 11-15, total",SP.POP.1115.TO.UN,13397985
Bangladesh,BGD,1990,"Population, ages 11-15, total",SP.POP.1115.TO.UN,13069858
Bangladesh,BGD,2015,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10668822
Bangladesh,BGD,2014,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10582894
Bangladesh,BGD,2013,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10472962
Bangladesh,BGD,2012,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10354835
Bangladesh,BGD,2011,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10250682
Bangladesh,BGD,2010,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10175382
Bangladesh,BGD,2009,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10135891
Bangladesh,BGD,2008,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10124464
Bangladesh,BGD,2007,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10123368
Bangladesh,BGD,2006,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10107094
Bangladesh,BGD,2005,"Population, ages 11-16, female",SP.POP.1116.FE.UN,10057410
Bangladesh,BGD,2004,"Population, ages 11-16, female",SP.POP.1116.FE.UN,9968010
Bangladesh,BGD,2003,"Population, ages 11-16, female",SP.POP.1116.FE.UN,9844901
Bangladesh,BGD,2002,"Population, ages 11-16, female",SP.POP.1116.FE.UN,9697125
Bangladesh,BGD,2001,"Population, ages 11-16, female",SP.POP.1116.FE.UN,9538990
Bangladesh,BGD,2000,"Population, ages 11-16, female",SP.POP.1116.FE.UN,9380914
Bangladesh,BGD,1999,"Population, ages 11-16, female",SP.POP.1116.FE.UN,9226904
Bangladesh,BGD,1998,"Population, ages 11-16, female",SP.POP.1116.FE.UN,9073737
Bangladesh,BGD,1997,"Population, ages 11-16, female",SP.POP.1116.FE.UN,8916277
Bangladesh,BGD,1996,"Population, ages 11-16, female",SP.POP.1116.FE.UN,8746506
Bangladesh,BGD,1995,"Population, ages 11-16, female",SP.POP.1116.FE.UN,8559723
Bangladesh,BGD,1994,"Population, ages 11-16, female",SP.POP.1116.FE.UN,8353230
Bangladesh,BGD,1993,"Population, ages 11-16, female",SP.POP.1116.FE.UN,8132249
Bangladesh,BGD,1992,"Population, ages 11-16, female",SP.POP.1116.FE.UN,7909471
Bangladesh,BGD,1991,"Population, ages 11-16, female",SP.POP.1116.FE.UN,7702115
Bangladesh,BGD,1990,"Population, ages 11-16, female",SP.POP.1116.FE.UN,7522152
Bangladesh,BGD,2015,"Population, ages 11-16, male",SP.POP.1116.MA.UN,11176259
Bangladesh,BGD,2014,"Population, ages 11-16, male",SP.POP.1116.MA.UN,11091153
Bangladesh,BGD,2013,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10980515
Bangladesh,BGD,2012,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10860633
Bangladesh,BGD,2011,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10754371
Bangladesh,BGD,2010,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10677200
Bangladesh,BGD,2009,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10635918
Bangladesh,BGD,2008,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10622817
Bangladesh,BGD,2007,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10621128
Bangladesh,BGD,2006,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10606589
Bangladesh,BGD,2005,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10561695
Bangladesh,BGD,2004,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10480722
Bangladesh,BGD,2003,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10369031
Bangladesh,BGD,2002,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10233649
Bangladesh,BGD,2001,"Population, ages 11-16, male",SP.POP.1116.MA.UN,10086101
Bangladesh,BGD,2000,"Population, ages 11-16, male",SP.POP.1116.MA.UN,9934804
Bangladesh,BGD,1999,"Population, ages 11-16, male",SP.POP.1116.MA.UN,9783068
Bangladesh,BGD,1998,"Population, ages 11-16, male",SP.POP.1116.MA.UN,9628264
Bangladesh,BGD,1997,"Population, ages 11-16, male",SP.POP.1116.MA.UN,9466191
Bangladesh,BGD,1996,"Population, ages 11-16, male",SP.POP.1116.MA.UN,9290336
