admin3Name_en,admin3Pcode,ADM2_PCODE,ADM1_PCODE,ADM0_PCODE,admin3RefName,admin2Name_en,admin1Name_en,admin0Name_en,P,P00_04,P05_09,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_80,P80plus,Child,Male,Female
Bandar,BD306706,BD3067,BD30,BD,<Null>,Narayanganj,Dhaka,Bangladesh,312841,30547,34206,33258,30897,32584,33047,24902,22209,19073,14036,11647,6876,7951,3745,4053,1342,2468,130830,158491,154350
Narayanganj Sadar,BD306758,BD3067,BD30,BD,<Null>,Narayanganj,Dhaka,Bangladesh,1323600,123498,138850,135676,136769,156494,156486,112889,97846,78891,54914,45152,24495,27214,11585,11995,3901,6945,520770,690641,632959
Rupganj,BD306768,BD3067,BD30,BD,<Null>,Narayanganj,Dhaka,Bangladesh,534868,51902,60234,55226,52986,64207,61340,43025,36113,29716,21419,18117,10233,12034,5850,6247,2151,4068,213441,279544,255324
Belabo,BD306807,BD3068,BD30,BD,<Null>,Narsingdi,Dhaka,Bangladesh,190086,20964,28164,23544,16140,15196,15317,12591,11697,10579,8571,7421,4669,5583,2964,3142,1242,2302,86016,92876,97210
Manohardi,BD306852,BD3068,BD30,BD,<Null>,Narsingdi,Dhaka,Bangladesh,275112,28617,36556,33186,23663,21463,22023,18129,17824,16343,13207,12571,7254,9157,4648,5304,1707,3460,115521,131316,143796
Narsingdi Sadar,BD306860,BD3068,BD30,BD,<Null>,Narsingdi,Dhaka,Bangladesh,707525,77375,94738,84623,67678,71214,67541,50893,44734,37772,28548,25161,15013,17135,8209,8619,2957,5315,309315,363811,343714
Palash,BD306863,BD3068,BD30,BD,<Null>,Narsingdi,Dhaka,Bangladesh,212612,19815,25115,24118,19764,20764,20675,15841,14616,13089,10548,8777,5343,5551,2798,2904,1039,1855,90157,107518,105094
Roypura,BD306864,BD3068,BD30,BD,<Null>,Narsingdi,Dhaka,Bangladesh,535796,72305,87455,68828,43434,41309,40259,31446,29269,26356,20586,20251,12427,15311,8090,8917,3289,6264,257323,258993,276803
Shibpur,BD306876,BD3068,BD30,BD,<Null>,Narsingdi,Dhaka,Bangladesh,303813,31271,40672,38061,29385,27004,25504,20304,18381,17100,12995,12185,7352,8929,4366,5113,1738,3453,134571,148429,155384
Balia Kandi,BD308207,BD3082,BD30,BD,<Null>,Rajbari,Dhaka,Bangladesh,207086,19958,24694,23333,18095,17570,18894,15196,13556,12625,10020,8929,5654,6368,3662,3696,1747,3089,85678,103675,103411
Goalandaghat,BD308229,BD3082,BD30,BD,<Null>,Rajbari,Dhaka,Bangladesh,112732,11947,14675,13152,8796,9550,10473,8177,7351,6649,4851,4562,2770,3511,2053,2051,785,1379,47305,54913,57819
Kalukhali,BD308247,BD3082,BD30,BD,<Null>,Rajbari,Dhaka,Bangladesh,155044,15673,18972,18051,13058,13276,14029,11029,10133,8920,7266,6324,4386,4625,2831,2917,1275,2279,64657,77205,77839
Pangsha,BD308273,BD3082,BD30,BD,<Null>,Rajbari,Dhaka,Bangladesh,243285,25159,30600,27910,19696,21045,22285,17770,15850,14482,11294,9884,6354,7336,4166,4189,1769,3496,101390,121723,121562
Rajbari Sadar,BD308276,BD3082,BD30,BD,<Null>,Rajbari,Dhaka,Bangladesh,331631,32430,38455,38412,28679,28399,29090,23570,23027,20309,16567,13635,9536,9660,6169,6016,2779,4898,133444,162483,169148
Bhedarganj,BD308614,BD3086,BD30,BD,<Null>,Shariatpur,Dhaka,Bangladesh,253234,30342,38492,33871,21277,18041,18731,15306,14710,13236,9995,9888,6075,8131,4355,5035,1929,3820,121188,121494,131740
Damudya,BD308625,BD3086,BD30,BD,<Null>,Shariatpur,Dhaka,Bangladesh,109003,12102,14797,14429,9874,8477,8152,6614,6211,5934,4727,4537,2531,3658,1755,2405,804,1996,49680,51348,57655
Gosairhat,BD308636,BD3086,BD30,BD,<Null>,Shariatpur,Dhaka,Bangladesh,157665,20074,25411,22121,12273,10864,11321,9316,8983,7962,6359,6240,3676,4716,2289,2862,984,2214,77518,76076,81589
Naria,BD308665,BD3086,BD30,BD,<Null>,Shariatpur,Dhaka,Bangladesh,231644,23937,30717,29903,22012,19312,17953,14296,13440,12353,9587,9181,5809,7753,4083,5127,2028,4153,105653,109967,121677
Shariatpur Sadar,BD308669,BD3086,BD30,BD,<Null>,Shariatpur,Dhaka,Bangladesh,210259,22045,27693,27913,19467,17147,17484,13795,13131,11503,9089,8233,5128,6086,3328,3765,1491,2961,97985,104149,106110
Zanjira,BD308694,BD3086,BD30,BD,<Null>,Shariatpur,Dhaka,Bangladesh,194019,21695,27915,26601,17269,14302,14874,12534,11606,10291,7440,7614,4486,6206,3162,3957,1319,2748,93562,96041,97978
Basail,BD309309,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,159870,14934,17285,15930,12438,14062,14438,11404,11486,10262,8500,7367,5181,5382,3496,3463,1607,2635,58544,75226,84644
Bhuapur,BD309319,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,189913,20742,25143,22164,14915,15864,16111,13007,12330,11481,8962,7983,5277,5743,3272,3242,1383,2294,79095,92230,97683
Delduar,BD309323,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,207278,18414,22604,22048,16128,17781,18917,15182,15464,13501,11463,9557,6706,6715,3931,3866,1770,3231,78559,100638,106640
Dhanbari,BD309325,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,176068,16269,20582,18743,12455,13732,15414,13181,12912,12233,9475,8512,5170,6066,3281,3880,1387,2776,66278,85842,90226
Ghatail,BD309328,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,417939,40593,51875,45723,29825,34990,37617,31558,29874,26424,20279,17950,11254,13344,7344,8509,3401,7379,160427,205436,212503
Gopalpur,BD309338,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,252331,23920,30149,27178,18593,20780,21696,18034,17570,16658,13108,11643,7735,8813,5107,5434,2075,3838,99833,123504,128827
Kalihati,BD309347,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,410293,39314,47776,44242,31333,36932,38112,29909,28835,25984,20959,18155,11698,12787,7408,7806,3281,5762,157954,202688,207605
Madhupur,BD309357,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,296729,30570,37430,33480,21668,25414,27318,21999,20414,18360,13852,11982,7609,8659,4939,5670,2395,4970,116009,147734,148995
Mirzapur,BD309366,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,407781,37060,45815,43086,32789,36249,37458,30141,29786,26426,21346,18827,11668,13125,6993,7689,3065,6258,147053,195256,212525
Nagarpur,BD309376,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,288092,30320,38106,31985,20585,22641,24243,20196,19411,17766,14516,13055,8386,9508,5102,5607,2293,4372,116028,136585,151507
Sakhipur,BD309385,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,277685,27082,33338,29641,20546,22773,25197,21036,20140,18049,13894,11902,7493,8752,4871,5597,2242,5132,101061,132061,145624
Tangail Sadar,BD309395,BD3093,BD30,BD,<Null>,Tangail,Dhaka,Bangladesh,521104,49427,62730,57482,44795,48545,47586,39151,37225,33035,25715,21557,14144,14460,8001,7822,3418,6011,201500,260170,260934
Bagerhat Sadar,BD400108,BD4001,BD40,BD,<Null>,Bagerhat,Khulna,Bangladesh,266389,21756,27355,29147,22825,22813,24206,20814,20036,17785,14777,11727,8260,8435,5429,5095,2396,3533,100429,133690,132699
Chitalmari,BD400114,BD4001,BD40,BD,<Null>,Bagerhat,Khulna,Bangladesh,138810,14262,18527,18079,11670,10419,10814,9130,8723,8033,6542,5366,4027,4576,2896,2557,1288,1901,61877,69416,69394
Fakirhat,BD400134,BD4001,BD40,BD,<Null>,Bagerhat,Khulna,Bangladesh,137789,11746,13947,14931,11956,11832,12676,10786,10351,9101,7644,5914,4282,4315,2741,2522,1209,1836,52955,69402,68387
Kachua,BD400138,BD4001,BD40,BD,<Null>,Bagerhat,Khulna,Bangladesh,97011,8764,11194,10800,7878,7544,7940,7019,6843,6220,5270,4304,3144,3259,2057,2154,1029,1592,38174,47778,49233
Mollahat,BD400156,BD4001,BD40,BD,<Null>,Bagerhat,Khulna,Bangladesh,130878,13612,17862,17793,11917,10611,10087,8431,7574,7160,5860,5176,3371,3943,2525,2205,1108,1643,59607,65205,65673
Mongla,BD400158,BD4001,BD40,BD,<Null>,Bagerhat,Khulna,Bangladesh,136588,10351,13232,15886,11004,11335,13098,11465,11068,9612,7685,5911,4004,4220,2393,2484,1071,1769,48326,71492,65096
Morrelganj,BD400160,BD4001,BD40,BD,<Null>,Bagerhat,Khulna,Bangladesh,294576,28847,37081,35602,21806,21427,23582,21147,19984,18057,14693,12930,8815,10643,6173,6433,2776,4580,117454,143251,151325
Rampal,BD400173,BD4001,BD40,BD,<Null>,Bagerhat,Khulna,Bangladesh,154965,12513,15717,16973,11978,12348,13838,12236,11729,10796,8787,7040,5024,5124,3410,3382,1630,2440,56939,77504,77461
Sarankhola,BD400177,BD4001,BD40,BD,<Null>,Bagerhat,Khulna,Bangladesh,119084,11235,14568,14272,9003,9365,10731,9387,8684,7629,5713,4801,3133,3658,2036,2288,901,1680,46382,62400,56684
Alamdanga,BD401807,BD4018,BD40,BD,<Null>,Chuadanga,Khulna,Bangladesh,345922,30005,36650,36208,26262,29140,34595,29597,27229,23858,18094,15322,9628,10467,5940,6300,2489,4138,131455,172932,172990
Chuadanga Sadar,BD401823,BD4018,BD40,BD,<Null>,Chuadanga,Khulna,Bangladesh,313935,27696,32862,34662,27138,27874,30948,25763,24245,21052,16329,13154,8115,8610,4743,5125,2013,3606,120860,156782,157153
Damurhuda,BD401831,BD4018,BD40,BD,<Null>,Chuadanga,Khulna,Bangladesh,289577,26289,31683,33156,24644,26448,28634,24090,22022,19202,14014,11754,7180,7536,3973,4476,1695,2781,116916,145266,144311
Jiban Nagar,BD401855,BD4018,BD40,BD,<Null>,Chuadanga,Khulna,Bangladesh,179581,16306,19249,20904,16066,15588,17795,14541,13231,11634,8684,7157,4503,4717,2882,3031,1212,2081,72415,89839,89742
Abhaynagar,BD404104,BD4041,BD40,BD,<Null>,Jessore,Khulna,Bangladesh,262434,23081,28090,28262,21821,22677,24823,20812,20184,17181,14706,11464,7866,7518,4487,4314,2003,3145,99841,131846,130588
Bagher Para,BD404109,BD4041,BD40,BD,<Null>,Jessore,Khulna,Bangladesh,216897,19845,24037,24990,18084,18319,20187,16547,15495,13213,11105,8815,6321,6385,4269,3921,1978,3386,83973,107568,109329
Chaugachha,BD404111,BD4041,BD40,BD,<Null>,Jessore,Khulna,Bangladesh,231370,21121,25541,25644,19475,20608,22625,18192,16920,14577,11908,9663,6249,6616,3793,4038,1665,2735,92308,115907,115463
Jhikargachha,BD404123,BD4041,BD40,BD,<Null>,Jessore,Khulna,Bangladesh,298908,26930,32244,33166,25926,26782,28339,22875,22566,19272,16262,12833,8239,8528,4681,4880,2015,3370,117710,147127,151781
Keshabpur,BD404138,BD4041,BD40,BD,<Null>,Jessore,Khulna,Bangladesh,253291,22073,27789,27589,20265,21534,23541,20045,19826,16676,13691,10544,7368,7524,5053,4709,2110,2954,97465,126656,126635
Kotwali,BD404147,BD4041,BD40,BD,<Null>,Jessore,Khulna,Bangladesh,742898,63988,76382,80682,69780,77301,74559,58989,55237,47341,37260,29150,19002,18806,11229,10720,4519,7953,283576,380314,362584
Manirampur,BD404161,BD4041,BD40,BD,<Null>,Jessore,Khulna,Bangladesh,417421,37024,44908,46146,34998,33834,37618,31928,31025,28028,22775,18801,12261,12695,7875,8090,3356,6059,160783,206842,210579
Sharsha,BD404190,BD4041,BD40,BD,<Null>,Jessore,Khulna,Bangladesh,341328,31847,35463,37829,31469,32962,34321,26335,25609,21072,16843,13610,8740,9163,5185,5200,2220,3460,137487,170033,171295
Harinakunda,BD404414,BD4044,BD40,BD,<Null>,Jhenaidah,Khulna,Bangladesh,197723,17595,22176,21655,14833,16184,18598,16166,15063,13150,10163,9032,5501,6481,3506,3637,1358,2625,76821,99285,98438
Jhenaidah Sadar,BD404419,BD4044,BD40,BD,<Null>,Jhenaidah,Khulna,Bangladesh,455932,40301,49024,50547,38959,41044,44802,36777,34054,29262,23084,18804,12087,13066,7716,7500,3182,5723,176397,228155,227777
Kaliganj,BD404433,BD4044,BD40,BD,<Null>,Jhenaidah,Khulna,Bangladesh,282366,25407,30873,31218,23415,24798,27954,22864,20878,18226,14542,11949,7703,7905,4612,4609,2016,3397,110461,141287,141079
Kotchandpur,BD404442,BD4044,BD40,BD,<Null>,Jhenaidah,Khulna,Bangladesh,141121,12527,15269,15338,11830,12453,13811,11700,10736,9657,7121,5907,3650,3950,2188,2372,915,1697,55880,70585,70536
Maheshpur,BD404471,BD4044,BD40,BD,<Null>,Jhenaidah,Khulna,Bangladesh,332514,29811,37128,39929,28848,30690,33129,26763,23748,20561,15541,13158,7989,8763,5111,5368,2050,3927,138206,166291,166223
Shailkupa,BD404480,BD4044,BD40,BD,<Null>,Jhenaidah,Khulna,Bangladesh,361648,33585,41236,37819,29064,31555,33135,27725,25178,23524,18592,16230,10328,11733,6842,6968,2969,5165,142418,180799,180849
Batiaghata,BD404712,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,171691,14811,17554,17811,13512,15735,15787,13803,12281,11429,9514,7395,5298,5335,3533,3448,1748,2697,63669,86685,85006
Dacope,BD404717,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,152316,11457,14635,16503,12581,13542,14130,12574,11164,10089,8722,6919,5231,4746,3375,2906,1569,2173,55592,76291,76025
Daulatpur,BD404721,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,112442,8346,10542,11759,11298,14359,11376,8398,8185,6977,5859,4446,2992,2930,1702,1564,703,1006,41902,58457,53985
Dumuria,BD404730,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,305675,26294,31829,31160,23501,26400,28938,24763,23399,20122,16998,13056,9978,9319,6656,5828,3096,4338,111475,153111,152564
Dighalia,BD404740,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,115585,10542,12810,13925,11173,10824,10500,8435,7775,7253,6032,4533,3262,3186,1777,1654,746,1158,47777,59220,56365
Khalishpur,BD404745,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,165299,12589,15018,18231,18767,17507,16851,13097,12249,10892,8783,6673,4451,3870,2337,1976,844,1164,61695,88197,77102
Khan Jahan Ali,BD404748,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,81313,6580,7679,8763,8503,9761,7688,6210,5968,5089,4240,3292,2208,2004,1223,959,436,710,30277,43371,37942
Khulna Sadar,BD404751,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,224444,17347,20660,23657,22018,24566,22932,18699,17425,15098,12120,9325,5995,5432,3128,2942,1229,1871,81968,115573,108871
Koyra,BD404753,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,193931,17668,23358,22864,15668,16822,17456,15006,13308,11830,9695,7833,5661,5586,3780,3265,1748,2383,78790,95393,98538
Paikgachha,BD404764,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,247983,20663,25313,26306,20597,22097,22860,20449,18344,16850,13187,10529,7555,7375,5013,4897,2443,3505,92841,123900,124083
Phultala,BD404769,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,83881,7287,8913,9195,7005,7689,8386,6531,6378,5175,4600,3362,2538,2405,1526,1297,627,967,31838,41843,42038
Rupsa,BD404775,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,179519,16214,19369,20890,16786,17304,17642,13846,12999,10703,8737,6895,4602,4825,2955,2726,1242,1784,73108,90189,89330
Sonadanga,BD404785,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,167739,13358,15988,18205,16749,18094,17234,14199,12866,10824,8568,6569,4444,4155,2242,2173,805,1266,63252,85093,82646
Terokhada,BD404794,BD4047,BD40,BD,<Null>,Khulna,Khulna,Bangladesh,116709,12946,16799,14379,9240,9256,9749,8069,6960,6544,5111,4506,3175,3643,2215,1947,938,1232,52363,58363,58346
Bheramara,BD405015,BD4050,BD40,BD,<Null>,Kushtia,Khulna,Bangladesh,200084,18248,22514,22805,17059,17612,19055,16172,14441,12833,9611,8573,5283,6022,2961,3357,1215,2323,81336,98822,101262
Daulatpur,BD405039,BD4050,BD40,BD,<Null>,Kushtia,Khulna,Bangladesh,456372,42173,52417,50826,36347,40143,43262,36885,32223,29814,21852,20764,11920,14221,6978,8165,2983,5399,184413,227711,228661
Khoksa,BD405063,BD4050,BD40,BD,<Null>,Kushtia,Khulna,Bangladesh,129555,12686,15832,14581,9926,10611,12136,9920,8612,7992,6374,5621,3708,3975,2355,2426,1014,1786,52714,64496,65059
Kumarkhali,BD405071,BD4050,BD40,BD,<Null>,Kushtia,Khulna,Bangladesh,328457,31968,38916,37167,26580,27616,30606,25279,22735,20443,15794,14029,8938,10372,5582,5954,2346,4132,136456,163461,164996
Kushtia Sadar,BD405079,BD4050,BD40,BD,<Null>,Kushtia,Khulna,Bangladesh,502255,42968,51776,52044,43878,47403,50080,41221,37515,34033,26263,22156,14060,14718,7807,7916,3055,5362,190709,253499,248756
Mirpur,BD405094,BD4050,BD40,BD,<Null>,Kushtia,Khulna,Bangladesh,330115,29314,35219,33415,25778,29476,33889,28095,25266,22655,16974,14544,8640,10196,5008,5708,1991,3947,125892,165529,164586
Magura Sadar,BD405557,BD4055,BD40,BD,<Null>,Magura,Khulna,Bangladesh,380107,36969,45681,44924,30966,31934,34637,29268,26514,23728,18796,15731,10200,10732,6340,6238,2891,4558,153269,189113,190994
Mohammadpur,BD405566,BD4055,BD40,BD,<Null>,Magura,Khulna,Bangladesh,207905,22315,29182,26806,17055,15749,17107,13929,13042,11960,9664,8153,5634,5930,3976,3162,1681,2560,91367,102099,105806
Shalikha,BD405585,BD4055,BD40,BD,<Null>,Magura,Khulna,Bangladesh,163658,15234,19337,18962,12730,12954,14806,12213,11769,10368,8542,7152,4733,5033,3104,2929,1454,2338,64661,81536,82122
Sreepur,BD405595,BD4055,BD40,BD,<Null>,Magura,Khulna,Bangladesh,166749,15886,19170,18540,13861,13754,14640,12448,11191,10743,8539,7720,4961,5352,3108,3090,1356,2390,65618,81991,84758
Gangni,BD405747,BD4057,BD40,BD,<Null>,Meherpur,Khulna,Bangladesh,299607,26359,30840,31672,23845,26320,29565,25030,23863,20950,15803,13242,8060,8749,4604,5284,1950,3471,115470,148250,151357
Mujib Nagar,BD405760,BD4057,BD40,BD,<Null>,Meherpur,Khulna,Bangladesh,99143,8404,10146,10775,8041,7761,9081,8074,7991,7074,5586,4361,3009,2931,1927,1865,831,1286,37075,49084,50059
Meherpur Sadar,BD405787,BD4057,BD40,BD,<Null>,Meherpur,Khulna,Bangladesh,256642,21379,25428,27406,21281,22747,24642,21516,20114,18361,14446,11222,7423,7102,4251,4311,1937,3076,94641,127300,129342
Kalia,BD406528,BD4065,BD40,BD,<Null>,Narail,Khulna,Bangladesh,220202,23768,31063,28404,17984,17252,17348,14633,13263,12449,9971,8964,6038,6789,4067,3704,1719,2786,97001,109070,111132
Lohagara,BD406552,BD4065,BD40,BD,<Null>,Narail,Khulna,Bangladesh,228594,24986,30052,27541,18752,18186,19584,15854,14286,13007,10548,9202,6231,7220,4355,3896,1860,3034,96517,109450,119144
Narail Sadar,BD406576,BD4065,BD40,BD,<Null>,Narail,Khulna,Bangladesh,272872,25551,31582,30173,21951,22394,24045,20523,19198,17033,14572,11772,8430,8567,5379,5236,2461,4005,106091,135007,137865
Assasuni,BD408704,BD4087,BD40,BD,<Null>,Satkhira,Khulna,Bangladesh,268754,23879,31408,30341,22610,23561,24768,20632,18686,16305,13746,11083,8081,7820,5303,4761,2503,3267,107983,133990,134764
Debhata,BD408725,BD4087,BD40,BD,<Null>,Satkhira,Khulna,Bangladesh,125358,10848,13034,13085,11527,12390,12172,9648,9140,7718,6687,5078,3678,3493,2430,2089,978,1363,48058,62429,62929
Kalaroa,BD408743,BD4087,BD40,BD,<Null>,Satkhira,Khulna,Bangladesh,237992,19624,24396,26088,22400,21529,21914,18263,18123,15600,13035,10210,6826,6744,4401,4247,1926,2666,92971,116811,121181
Kaliganj,BD408747,BD4087,BD40,BD,<Null>,Satkhira,Khulna,Bangladesh,274889,24133,29846,29373,24374,25260,25334,20938,19821,17301,14032,11264,8135,8293,5517,5183,2329,3756,107806,136089,138800
Satkhira Sadar,BD408782,BD4087,BD40,BD,<Null>,Satkhira,Khulna,Bangladesh,460892,38583,47416,50766,44802,45840,44242,35822,33480,29673,23496,18760,12633,12450,7903,7375,3101,4550,181227,230628,230264
Shyamnagar,BD408786,BD4087,BD40,BD,<Null>,Satkhira,Khulna,Bangladesh,318254,29739,37887,37001,27748,28569,28538,23866,21851,18753,15399,12335,8961,8689,6483,5650,2946,3839,128317,153441,164813
Tala,BD408790,BD4087,BD40,BD,<Null>,Satkhira,Khulna,Bangladesh,299820,23953,32010,31494,24366,26253,27127,24280,22849,20341,16590,13544,9341,9508,5946,5731,2634,3853,114087,149389,150431
Bakshiganj,BD453907,BD4539,BD45,BD,<Null>,Jamalpur,Mymensingh,Bangladesh,218930,27775,32724,25392,14988,15739,18518,15318,14544,12736,9543,9098,5501,6493,3343,3680,1385,2153,99482,107718,111212
Dewanganj,BD453915,BD4539,BD45,BD,<Null>,Jamalpur,Mymensingh,Bangladesh,258133,30417,39027,31205,17931,19572,22789,18882,17486,14875,11081,10229,6137,7444,3641,3987,1273,2157,116770,126623,131510
Islampur,BD453929,BD4539,BD45,BD,<Null>,Jamalpur,Mymensingh,Bangladesh,298429,36452,45499,34759,20754,22404,26178,21519,19941,16972,12955,12073,7238,8593,4133,4655,1600,2704,135867,148439,149990
Jamalpur Sadar,BD453936,BD4539,BD45,BD,<Null>,Jamalpur,Mymensingh,Bangladesh,615072,60906,77750,67813,46238,49077,54588,45508,44319,38904,31654,27304,17567,19294,10724,11225,4507,7694,247352,301912,313160
Madarganj,BD453958,BD4539,BD45,BD,<Null>,Jamalpur,Mymensingh,Bangladesh,263608,30849,38888,30507,18356,18255,22075,19287,17996,15947,12068,11406,6715,8173,3969,4792,1621,2704,116058,130339,133269
Melandaha,BD453961,BD4539,BD45,BD,<Null>,Jamalpur,Mymensingh,Bangladesh,313182,34400,42040,34808,21759,22768,27142,23067,21983,19722,15516,14794,8496,9996,5008,6051,2052,3580,129126,154110,159072
Sarishabari,BD453985,BD4539,BD45,BD,<Null>,Jamalpur,Mymensingh,Bangladesh,325320,32656,42244,36185,23722,25530,27887,23410,22760,21269,16578,14987,9247,10595,5450,6301,2388,4111,130754,159583,165737
Bhaluka,BD456113,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,430320,43726,51333,43637,35055,44491,45725,33552,29282,25729,18751,16577,9395,11817,6056,7128,2520,5546,163272,217134,213186
Dhobaura,BD456116,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,196284,26558,32547,24756,13518,13832,14745,12210,11351,10545,7872,7578,4315,5703,2862,3681,1230,2981,92580,96448,99836
Fulbaria,BD456120,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,448467,52432,66217,53419,34338,34917,37102,29452,28104,24901,19182,17600,10655,13493,7429,8962,3290,6974,201476,222901,225566
Gaffargaon,BD456122,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,430746,49451,59844,51978,36169,34239,34048,27860,25812,24776,18964,18184,11084,14121,7372,8384,3051,5409,195085,210624,220122
Gauripur,BD456123,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,323057,38352,48251,39514,24993,23901,25279,20403,19087,17650,14068,13422,8403,10218,5640,6348,2262,5266,149671,159722,163335
Haluaghat,BD456124,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,290043,34816,42973,34523,19800,21771,23261,19188,18092,16659,13065,12009,7455,8819,4860,5683,2245,4824,125038,142632,147411
Ishwarganj,BD456131,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,376348,48411,59957,46652,27452,27193,28381,23734,22219,20260,15609,15204,8901,11438,6136,7043,2422,5336,178360,187217,189131
Mymensingh Sadar,BD456152,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,775733,84750,103176,90619,70951,73704,69069,53052,50012,44290,33865,30061,18044,20072,10218,11641,4191,8018,333507,391187,384546
Muktagachha,BD456165,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,415473,48296,57218,47228,32936,34587,35252,27893,26178,23526,18925,16761,10195,12415,6578,8102,2936,6447,178893,206647,208826
Nandail,BD456172,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,402727,50962,65594,48261,29859,28269,30666,25903,23379,22061,16365,16566,9385,12470,6486,7898,2575,6028,189962,198201,204526
Phulpur,BD456181,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,601766,78152,94473,71586,43682,45731,47534,38991,34904,32498,24765,23424,14211,17074,9564,11516,4217,9444,283019,297749,304017
Trishal,BD456194,BD4561,BD45,BD,<Null>,Mymensingh,Mymensingh,Bangladesh,419308,52349,63628,50975,31945,33385,33855,27357,25109,22967,17479,16707,9420,12063,6186,7785,2668,5430,192602,208662,210646
Atpara,BD457204,BD4572,BD45,BD,<Null>,Netrakona,Mymensingh,Bangladesh,144624,17445,22178,17636,10648,10442,11263,9705,8584,8474,5959,6156,3255,4747,2266,2838,896,2132,68216,72117,72507
Barhatta,BD457209,BD4572,BD45,BD,<Null>,Netrakona,Mymensingh,Bangladesh,180449,23043,27646,21884,14005,14084,14422,11451,10358,10125,7093,7081,3953,5242,2889,3279,1222,2672,85232,90576,89873
Durgapur,BD457218,BD4572,BD45,BD,<Null>,Netrakona,Mymensingh,Bangladesh,224873,29202,34075,27521,17434,16683,17681,14576,12829,12508,8822,8683,4991,6554,3447,4444,1537,3886,104118,111691,113182
Khaliajuri,BD457238,BD4572,BD45,BD,<Null>,Netrakona,Mymensingh,Bangladesh,97450,14432,14779,10182,6701,7377,8164,6858,5894,5444,3776,3878,2146,2997,1480,1626,567,1149,46264,49795,47655
Kalmakanda,BD457240,BD4572,BD45,BD,<Null>,Netrakona,Mymensingh,Bangladesh,271912,36986,43548,34147,19700,19728,21060,17371,15519,14844,10400,10479,5583,7879,3822,5121,1674,4051,129900,134896,137016
Kendua,BD457247,BD4572,BD45,BD,<Null>,Netrakona,Mymensingh,Bangladesh,304729,38185,49390,36778,21363,20964,22827,19673,17428,17235,12101,12822,6980,10120,4992,6409,2102,5360,142499,150057,154672
Madan,BD457256,BD4572,BD45,BD,<Null>,Netrakona,Mymensingh,Bangladesh,154479,22041,25656,17544,10588,10747,11537,10030,9060,8686,5847,6534,3302,5034,2259,2942,811,1861,74182,77763,76716
Mohanganj,BD457263,BD4572,BD45,BD,<Null>,Netrakona,Mymensingh,Bangladesh,167507,20874,25217,19408,12122,12905,13753,11231,10142,9891,7024,6852,3796,5088,2581,3198,1115,2310,76763,84223,83284
Netrokona Sadar,BD457274,BD4572,BD45,BD,<Null>,Netrakona,Mymensingh,Bangladesh,372785,42020,53136,45398,31466,30160,31043,25406,23146,21277,15879,14494,8710,10663,5667,6506,2365,5449,166539,187026,185759
Purbadhala,BD457283,BD4572,BD45,BD,<Null>,Netrakona,Mymensingh,Bangladesh,310834,39024,48027,39253,23919,22564,24329,19958,17614,17297,12557,12452,7157,9177,4709,5780,1944,5073,146686,153162,157672
